right_upper_arm_start_x,right_upper_arm_start_y,right_upper_arm_end_x,right_upper_arm_end_y,right_forearm_start_x,right_forearm_start_y,right_forearm_end_x,right_forearm_end_y,left_upper_arm_start_x,left_upper_arm_start_y,left_upper_arm_end_x,left_upper_arm_end_y,left_forearm_start_x,left_forearm_start_y,left_forearm_end_x,left_forearm_end_y,right_quad_start_x,right_quad_start_y,right_quad_end_x,right_quad_end_y,right_calf_start_x,right_calf_start_y,right_calf_end_x,right_calf_end_y,left_quad_start_x,left_quad_start_y,left_quad_end_x,left_quad_end_y,left_calf_start_x,left_calf_start_y,left_calf_end_x,left_calf_end_y
214,42,217,78,217,78,180,105,136,38,70,54,70,54,26,74,200,117,209,171,209,171,229,222,147,115,131,171,131,171,117,225
216,42,201,73,201,73,134,87,144,37,88,47,88,47,34,59,216,116,223,173,223,173,232,225,164,114,148,172,148,172,130,227
215,40,187,67,187,67,120,72,154,35,97,41,97,41,35,42,219,116,227,174,227,174,229,225,174,114,157,172,157,172,136,226
213,41,180,67,180,67,109,65,156,36,92,41,92,41,30,36,221,117,226,175,226,175,227,224,178,115,160,174,160,174,136,228
215,41,190,67,190,67,132,65,152,37,88,42,88,42,30,36,224,116,228,173,228,173,226,224,178,114,159,172,159,172,138,228
219,41,207,71,207,71,149,74,155,39,91,50,91,50,30,53,221,117,226,172,226,172,232,224,175,116,158,173,158,173,134,229
218,43,230,77,230,77,189,100,139,42,86,64,86,64,34,84,211,116,217,173,217,173,226,225,157,115,142,173,142,173,127,226
190,45,228,76,228,76,225,106,90,45,51,75,51,75,26,106,171,120,184,174,184,174,196,226,105,119,91,173,91,173,80,225
140,40,191,64,191,64,229,92,50,43,30,76,30,76,40,107,114,116,127,173,127,173,142,225,53,117,40,173,40,173,33,224
115,38,170,53,170,53,221,71,44,44,51,76,51,76,80,104,91,112,102,170,102,170,115,225,42,114,33,171,33,171,32,224
109,36,172,45,172,45,223,55,45,44,61,73,61,73,106,94,84,110,91,170,91,170,106,227,38,112,28,172,28,172,27,226
101,38,164,40,164,40,218,44,42,45,70,71,70,71,125,82,77,111,93,172,93,172,109,225,35,114,32,174,32,174,29,225
105,36,165,45,165,45,220,51,44,44,65,74,65,74,115,83,81,110,89,170,89,170,104,228,37,113,30,173,30,173,30,226
107,37,164,53,164,53,218,66,40,42,54,73,54,73,104,87,82,112,95,171,95,171,109,227,35,114,29,172,29,172,25,223
120,41,166,63,166,63,216,84,45,45,42,78,42,78,84,101,99,115,110,173,110,173,123,226,47,117,34,174,34,174,28,224
143,43,181,72,181,72,219,101,51,45,23,77,23,77,44,111,128,119,138,173,138,173,145,223,65,120,50,175,50,175,43,226
197,47,224,81,224,81,229,112,93,44,30,71,30,71,18,105,185,120,193,173,193,173,202,225,117,119,99,174,99,174,82,228
217,46,208,72,208,72,157,60,139,39,63,61,63,61,25,85,213,118,221,175,221,175,227,223,158,116,144,173,144,173,118,228
219,46,212,66,212,66,168,55,153,41,85,56,85,56,32,72,225,118,226,175,226,175,228,225,178,115,156,173,156,173,132,229
217,45,211,66,211,66,169,55,153,40,89,54,89,54,35,66,224,118,227,176,227,176,226,225,179,116,159,173,159,173,134,228
217,45,211,66,211,66,169,55,153,40,89,54,89,54,35,66,224,118,227,176,227,176,226,225,179,116,159,173,159,173,134,228
216,46,212,67,212,67,168,53,151,41,83,60,83,60,31,76,224,119,226,176,226,176,228,226,177,116,156,173,156,173,131,228
218,48,221,78,221,78,176,60,140,40,75,67,75,67,35,96,214,120,220,176,220,176,229,226,159,116,142,174,142,174,118,231
199,46,232,78,232,78,221,106,101,46,55,76,55,76,31,111,189,120,198,174,198,174,207,225,124,120,105,174,105,174,87,228
168,41,218,70,218,70,231,101,59,45,35,79,35,79,43,114,146,117,161,172,161,172,174,224,71,119,57,174,57,174,50,225
139,38,194,60,194,60,229,88,53,44,46,79,46,79,68,110,114,113,126,171,126,171,142,224,54,115,38,172,38,172,30,224
119,36,176,50,176,50,226,69,48,42,61,73,61,73,99,99,93,111,101,170,101,170,116,225,43,113,32,171,32,171,29,225
106,34,168,38,168,38,219,45,44,43,65,72,65,72,113,90,82,107,89,169,89,169,104,227,37,110,28,171,28,171,28,225
106,40,160,45,160,45,202,45,45,46,74,68,74,68,131,77,82,114,96,174,96,174,111,227,38,116,33,175,33,175,31,228
101,36,162,38,162,38,217,42,39,44,60,71,60,71,115,80,78,110,94,171,94,171,109,226,33,113,28,173,28,173,25,224
106,36,161,51,161,51,217,63,41,42,50,73,50,73,102,86,83,111,95,171,95,171,109,226,37,114,29,172,29,172,24,223
127,40,176,62,176,62,224,85,45,42,35,73,35,73,70,100,104,113,115,169,115,169,127,224,48,114,39,169,39,169,36,220
176,41,209,71,209,71,224,100,69,42,25,75,25,75,26,108,153,116,167,171,167,171,183,223,80,117,68,172,68,172,64,225
216,40,224,75,224,75,201,103,123,39,59,61,59,61,21,89,205,114,214,171,214,171,226,223,142,113,127,172,127,172,110,226
215,42,203,76,203,76,162,100,147,37,86,51,86,51,33,67,218,115,224,172,224,172,232,225,170,113,152,172,152,172,130,228
215,41,186,71,186,71,125,83,155,35,90,41,90,41,30,45,219,117,224,173,224,173,228,226,175,115,161,173,161,173,132,229
212,42,174,66,174,66,110,66,157,35,85,35,85,35,27,31,218,116,223,174,223,174,228,227,177,114,162,173,162,173,133,230
214,42,183,66,183,66,123,67,151,35,81,37,81,37,24,32,221,116,225,174,225,174,229,229,175,114,158,174,158,174,134,232
217,40,199,69,199,69,137,72,151,37,90,46,90,46,31,44,220,116,227,173,227,173,230,224,172,115,155,173,155,173,133,228
219,44,210,81,210,81,147,88,146,39,90,56,90,56,35,66,213,117,220,173,220,173,229,225,161,114,148,171,148,171,132,227
213,43,231,78,231,78,194,104,131,42,78,64,78,64,32,84,194,117,205,172,205,172,217,223,140,116,130,173,130,173,119,226
175,42,215,70,215,70,234,101,85,45,50,74,50,74,21,103,153,116,164,172,164,172,178,223,94,117,81,173,81,173,76,225
128,40,183,62,183,62,225,82,45,47,26,84,26,84,12,123,97,117,110,174,110,174,128,226,42,119,35,174,35,174,37,225
120,40,173,57,173,57,215,76,47,48,27,83,27,83,8,125,85,118,101,175,101,175,120,227,36,120,35,175,35,175,39,226
117,39,177,54,177,54,229,70,46,49,31,81,31,81,14,103,85,117,96,174,96,174,113,227,38,120,33,174,33,174,38,225
116,40,174,57,174,57,226,73,44,47,29,74,29,74,25,74,84,118,99,174,99,174,114,228,36,120,32,174,32,174,35,225
116,39,164,62,164,62,215,81,40,47,27,77,27,77,38,60,87,116,104,172,104,172,115,226,36,119,30,174,30,174,32,223
134,40,172,69,172,69,215,98,53,43,17,78,17,78,13,120,109,116,121,172,121,172,139,224,55,117,44,173,44,173,37,224
194,42,219,76,219,76,228,104,96,39,41,63,41,63,17,92,170,117,182,173,182,173,200,225,105,116,94,172,94,172,83,225
215,42,215,79,215,79,178,106,136,38,72,54,72,54,26,74,202,117,209,171,209,171,228,222,147,115,130,170,130,170,117,225
216,42,200,73,200,73,132,87,145,37,87,47,87,47,34,59,216,117,222,173,222,173,232,226,165,114,148,171,148,171,130,226
216,40,182,67,182,67,120,72,155,34,93,38,93,38,32,40,218,117,224,174,224,174,230,227,173,114,157,173,157,173,133,228
213,42,180,68,180,68,109,65,158,36,94,42,94,42,31,35,220,117,226,175,226,175,228,225,178,115,161,174,161,174,137,228
216,41,189,67,189,67,132,62,153,35,86,40,86,40,26,34,222,117,226,174,226,174,227,227,177,115,159,173,159,173,135,231
219,41,206,71,206,71,149,75,153,39,91,50,91,50,31,53,221,117,226,172,226,172,232,225,174,116,157,173,157,173,134,230
